age,job,marital,education,month,campaign,y
42,management,married,primary,may,1,no
44,management,married,tertiary,jul,1,no
25,student,single,unknown,dec,2,no
34,services,divorced,secondary,may,1,no
34,admin,married,secondary,oct,2,yes
53,blue-collar,married,primary,jul,3,no
42,blue-collar,married,unknown,jul,5,no
30,blue-collar,single,secondary,jul,1,no
26,blue-collar,single,primary,may,2,yes
40,services,married,secondary,may,1,no
34,technician,single,secondary,may,6,no
34,services,married,secondary,may,1,no
40,management,married,tertiary,jul,2,no
36,management,married,tertiary,jun,2,no
34,technician,single,secondary,may,2,no
32,blue-collar,single,secondary,may,2,no
39,technician,married,secondary,jan,5,no
36,technician,married,tertiary,aug,2,no
39,technician,divorced,secondary,feb,2,yes
33,management,married,unknown,may,1,no
34,blue-collar,single,secondary,jul,5,no
42,management,married,tertiary,sep,2,yes
46,technician,married,secondary,jul,10,no
32,management,single,tertiary,apr,2,no
27,services,married,secondary,jul,2,no
35,technician,divorced,secondary,may,3,no
53,technician,married,unknown,jun,6,no
29,services,single,secondary,jan,4,no
35,management,single,tertiary,aug,6,no
49,management,married,tertiary,jan,1,no
58,management,married,tertiary,aug,2,no
40,management,single,tertiary,jan,1,yes
19,student,single,unknown,feb,3,no
30,student,single,tertiary,may,1,no
34,technician,single,secondary,jul,5,no
60,retired,married,secondary,oct,1,no
28,student,single,tertiary,sep,2,yes
46,management,married,tertiary,mar,2,yes
49,blue-collar,divorced,primary,may,7,no
59,management,divorced,tertiary,nov,1,no
44,technician,single,secondary,may,3,no
33,technician,married,tertiary,jul,4,no
54,retired,married,secondary,may,1,no
26,blue-collar,married,secondary,jul,3,no
54,blue-collar,married,secondary,apr,1,no
48,housemaid,married,primary,nov,2,yes
30,services,single,tertiary,aug,2,yes
29,management,single,tertiary,nov,1,yes
51,entrepreneur,married,tertiary,may,1,no
53,unemployed,married,primary,dec,1,yes
43,blue-collar,married,secondary,jul,6,no
34,admin,married,tertiary,sep,1,no
40,entrepreneur,married,tertiary,may,1,no
43,technician,married,secondary,may,1,no
33,admin,single,secondary,jul,1,no
66,retired,married,secondary,aug,3,no
44,technician,divorced,secondary,may,1,no
33,services,married,secondary,jul,8,no
31,technician,single,secondary,aug,2,no
71,retired,married,primary,feb,5,yes
22,student,single,primary,oct,1,yes
46,unemployed,single,tertiary,feb,1,no
32,services,married,secondary,may,2,no
45,blue-collar,married,secondary,feb,2,no
32,management,married,secondary,may,2,no
49,blue-collar,married,primary,feb,3,no
27,technician,single,secondary,jul,4,yes
46,entrepreneur,married,secondary,jun,3,no
37,management,single,tertiary,jan,1,no
30,unemployed,single,secondary,may,1,no
44,self-employed,divorced,secondary,may,2,no
45,technician,married,secondary,jun,1,no
27,student,single,secondary,mar,1,yes
57,housemaid,married,primary,jun,2,no
66,management,married,tertiary,jul,1,no
40,admin,divorced,secondary,jan,1,no
48,blue-collar,married,secondary,may,6,no
33,blue-collar,single,secondary,nov,3,no
42,services,divorced,secondary,may,2,yes
47,unemployed,married,secondary,feb,3,no
27,technician,single,tertiary,may,2,no
78,retired,married,tertiary,nov,1,no
50,services,married,primary,nov,1,no
46,entrepreneur,single,tertiary,nov,1,no
41,admin,divorced,secondary,mar,6,yes
36,admin,single,tertiary,nov,4,no
49,retired,married,primary,jul,2,no
46,management,divorced,tertiary,may,2,no
77,retired,married,primary,feb,2,no
30,technician,single,tertiary,jun,18,no
43,management,single,secondary,jul,4,no
44,blue-collar,married,secondary,may,2,no
40,blue-collar,married,primary,jun,5,no
38,blue-collar,married,primary,jun,5,no
25,unemployed,single,tertiary,jun,1,yes
49,management,married,tertiary,nov,1,no
33,blue-collar,married,primary,may,2,no
40,management,single,tertiary,aug,7,no
44,blue-collar,married,primary,jul,1,no
32,blue-collar,married,secondary,apr,4,no
52,management,married,tertiary,jul,1,no
35,management,married,tertiary,aug,2,no
35,technician,married,secondary,jan,1,no
32,management,married,secondary,may,2,no
42,technician,married,secondary,may,1,no
59,blue-collar,married,unknown,jun,1,no
44,technician,single,secondary,aug,2,yes
50,admin,divorced,secondary,apr,1,no
27,blue-collar,single,secondary,jul,17,no
55,management,divorced,tertiary,aug,2,no
54,blue-collar,married,unknown,jan,4,no
31,unemployed,single,secondary,may,3,no
56,admin,married,unknown,feb,1,no
51,self-employed,married,tertiary,jul,3,no
61,blue-collar,married,primary,may,2,no
34,technician,single,secondary,may,2,no
56,blue-collar,married,primary,may,1,no
29,student,single,unknown,aug,1,no
34,management,single,tertiary,jun,4,no
35,services,single,secondary,apr,1,no
56,admin,divorced,secondary,aug,2,no
45,blue-collar,married,secondary,nov,3,no
31,admin,single,secondary,may,2,no
37,entrepreneur,divorced,tertiary,nov,2,yes
43,admin,married,secondary,jul,3,no
40,management,married,unknown,jul,1,no
44,management,married,primary,jul,6,yes
38,admin,single,secondary,nov,2,no
58,management,divorced,tertiary,nov,1,no
24,blue-collar,single,secondary,may,2,no
53,services,married,secondary,jul,2,no
36,blue-collar,married,secondary,may,8,no
28,blue-collar,married,primary,may,1,no
45,blue-collar,married,primary,may,19,no
32,admin,single,tertiary,nov,1,no
46,admin,married,secondary,jul,4,no
28,blue-collar,single,secondary,apr,1,no
51,unemployed,married,secondary,may,1,no
51,blue-collar,married,primary,jun,3,no
30,technician,single,secondary,jun,2,no
39,technician,married,secondary,may,2,no
28,blue-collar,married,primary,jun,2,no
31,management,single,tertiary,aug,12,no
31,blue-collar,married,primary,may,4,no
38,management,married,tertiary,aug,4,no
31,blue-collar,single,secondary,apr,1,no
74,retired,divorced,secondary,oct,3,yes
40,management,single,tertiary,feb,2,yes
43,technician,married,secondary,aug,2,no
34,technician,single,tertiary,apr,1,yes
54,management,divorced,tertiary,mar,2,no
51,blue-collar,married,primary,may,2,no
33,blue-collar,married,secondary,jul,1,no
41,technician,married,tertiary,jun,1,no
33,management,single,tertiary,oct,2,no
48,admin,married,secondary,jul,1,no
42,self-employed,divorced,tertiary,may,3,no
35,management,single,tertiary,aug,2,no
25,admin,married,secondary,may,1,no
38,blue-collar,single,primary,aug,1,no
45,entrepreneur,married,secondary,may,3,no
59,management,divorced,tertiary,jul,8,no
47,management,married,unknown,jun,1,no
33,management,married,tertiary,jul,5,no
59,management,married,primary,may,4,yes
41,blue-collar,divorced,primary,jul,5,yes
42,technician,married,secondary,jul,5,no
51,technician,divorced,tertiary,aug,7,no
45,management,married,tertiary,may,3,no
30,management,married,tertiary,nov,2,yes
33,blue-collar,single,secondary,may,1,no
43,management,married,tertiary,aug,4,no
37,blue-collar,married,secondary,jun,3,no
73,retired,married,primary,oct,1,no
43,blue-collar,married,secondary,sep,1,no
52,unemployed,married,primary,jul,3,no
44,management,married,tertiary,jun,4,no
56,management,married,tertiary,jul,3,no
21,services,single,secondary,may,2,no
43,unknown,married,tertiary,jun,1,no
54,management,married,primary,nov,3,no
59,technician,married,primary,jan,1,yes
52,blue-collar,married,primary,may,2,no
31,admin,single,secondary,may,2,yes
53,admin,married,secondary,jul,7,no
24,technician,single,secondary,may,1,no
57,retired,married,secondary,jun,2,no
48,technician,married,secondary,sep,2,yes
57,technician,married,secondary,nov,1,no
51,technician,married,secondary,jul,6,no
50,management,divorced,tertiary,jul,1,no
34,blue-collar,married,secondary,may,2,no
43,blue-collar,married,primary,may,2,no
31,services,married,secondary,may,5,no
29,blue-collar,married,unknown,may,1,no
39,blue-collar,married,primary,nov,1,no
36,management,single,tertiary,may,4,no
38,unemployed,single,tertiary,feb,2,no
56,management,divorced,tertiary,may,1,no
41,housemaid,divorced,primary,nov,3,no
47,technician,married,secondary,apr,1,yes
38,management,single,tertiary,apr,1,no
80,retired,married,secondary,apr,1,no
37,services,married,secondary,nov,2,no
44,management,single,tertiary,may,10,no
33,blue-collar,single,secondary,feb,2,yes
53,technician,married,secondary,aug,2,no
69,retired,married,tertiary,jul,1,no
46,technician,married,secondary,may,3,no
30,management,single,tertiary,mar,2,yes
31,self-employed,single,secondary,nov,1,no
38,management,divorced,tertiary,nov,1,no
34,services,divorced,secondary,jun,1,no
48,unknown,married,unknown,jul,2,no
46,blue-collar,divorced,primary,feb,1,no
42,admin,married,secondary,may,24,no
41,blue-collar,married,secondary,may,7,no
33,blue-collar,married,secondary,jul,3,no
39,blue-collar,married,primary,jun,4,no
27,student,single,secondary,jan,5,no
26,management,single,tertiary,jan,2,no
38,management,single,tertiary,may,3,yes
48,blue-collar,married,secondary,may,1,no
54,services,married,secondary,jul,1,no
51,services,married,secondary,jul,3,no
47,technician,married,secondary,may,1,no
53,technician,married,secondary,aug,4,no
35,blue-collar,married,primary,jul,1,no
58,management,married,tertiary,nov,3,no
52,management,divorced,tertiary,jun,3,no
57,retired,married,secondary,may,3,no
52,management,married,tertiary,nov,1,no
35,management,single,tertiary,apr,3,no
48,technician,married,secondary,may,2,no
46,entrepreneur,married,tertiary,jul,14,no
39,services,married,secondary,jun,1,no
38,self-employed,divorced,tertiary,may,1,no
34,entrepreneur,married,secondary,aug,1,no
47,entrepreneur,married,primary,may,1,no
35,management,divorced,tertiary,apr,1,no
46,blue-collar,divorced,primary,may,4,no
27,admin,single,secondary,may,8,no
31,blue-collar,married,secondary,jul,1,no
31,management,single,tertiary,aug,16,no
46,admin,married,secondary,aug,4,no
31,admin,married,secondary,nov,2,no
33,management,married,tertiary,aug,1,yes
42,housemaid,married,primary,aug,2,no
33,management,single,primary,may,1,no
40,housemaid,married,primary,feb,4,no
51,blue-collar,married,primary,aug,12,no
31,unemployed,married,tertiary,nov,2,no
62,retired,divorced,tertiary,nov,2,yes
24,student,single,secondary,may,3,no
48,unemployed,married,secondary,jan,1,yes
41,technician,divorced,secondary,may,2,no
43,management,married,tertiary,may,2,no
52,technician,married,secondary,jul,1,no
54,blue-collar,married,primary,may,2,no
32,technician,divorced,tertiary,may,1,no
38,blue-collar,married,primary,nov,1,no
41,admin,married,primary,may,1,yes
31,blue-collar,single,primary,may,2,no
35,housemaid,married,tertiary,may,5,yes
26,admin,married,secondary,may,1,no
52,technician,married,tertiary,aug,3,no
58,retired,married,secondary,nov,1,no
57,housemaid,married,tertiary,aug,2,no
34,management,married,tertiary,may,2,no
59,blue-collar,married,primary,nov,2,no
27,technician,single,secondary,jul,5,no
42,entrepreneur,married,tertiary,jul,1,no
47,housemaid,single,tertiary,jun,6,yes
33,blue-collar,married,secondary,jul,12,no
31,services,single,secondary,may,1,no
37,management,married,tertiary,feb,2,yes
29,blue-collar,married,secondary,jul,2,no
38,unemployed,married,primary,jun,2,no
35,self-employed,married,secondary,nov,3,no
31,technician,single,secondary,apr,3,no
62,management,married,tertiary,aug,3,yes
32,technician,single,tertiary,apr,1,no
31,services,married,secondary,may,2,no
51,blue-collar,divorced,primary,may,1,no
29,services,single,secondary,jul,1,no
43,blue-collar,married,primary,jul,1,no
36,blue-collar,married,secondary,jun,8,no
34,self-employed,married,primary,jun,3,no
29,services,married,secondary,jul,9,no
57,retired,married,secondary,feb,6,no
43,management,married,tertiary,aug,1,no
33,services,married,secondary,nov,1,yes
60,management,married,tertiary,aug,2,no
51,technician,married,primary,aug,2,no
40,admin,single,secondary,jul,1,no
51,technician,married,secondary,jul,2,no
38,services,married,secondary,may,5,no
35,technician,married,secondary,jun,3,no
47,technician,married,secondary,nov,3,no
45,blue-collar,married,primary,aug,8,no
40,services,married,secondary,may,2,yes
29,entrepreneur,single,secondary,jan,3,no
52,management,divorced,tertiary,jun,2,no
26,technician,married,secondary,may,1,no
31,blue-collar,single,primary,may,2,no
55,services,married,unknown,may,1,no
35,services,married,secondary,jul,14,no
56,management,divorced,tertiary,may,3,no
28,blue-collar,single,secondary,sep,1,yes
27,student,single,secondary,may,2,no
30,technician,married,secondary,aug,2,no
51,technician,married,tertiary,aug,9,no
33,management,married,secondary,may,3,no
32,blue-collar,single,secondary,may,1,no
43,entrepreneur,married,secondary,jul,3,yes
46,blue-collar,married,primary,jul,1,no
32,management,married,tertiary,jul,1,no
40,services,married,secondary,may,1,no
39,blue-collar,married,secondary,jun,1,no
51,blue-collar,married,primary,jul,4,no
46,admin,single,secondary,jan,1,no
43,blue-collar,married,primary,may,5,no
36,technician,married,tertiary,aug,6,no
48,management,married,tertiary,nov,1,no
26,admin,single,secondary,may,2,no
39,admin,single,unknown,may,1,no
47,management,married,tertiary,jul,1,no
23,entrepreneur,single,primary,may,2,yes
54,management,divorced,tertiary,feb,1,no
38,admin,married,secondary,may,1,no
33,technician,married,secondary,feb,2,no
35,admin,divorced,secondary,jul,1,no
52,services,married,secondary,aug,17,no
25,technician,single,tertiary,may,1,no
29,management,married,tertiary,may,4,yes
35,technician,single,tertiary,nov,1,no
49,services,married,secondary,may,2,no
41,admin,divorced,secondary,apr,10,no
32,management,married,tertiary,aug,4,no
29,admin,single,secondary,may,2,no
28,blue-collar,married,secondary,may,1,no
59,retired,married,secondary,jul,4,no
34,entrepreneur,married,tertiary,jun,4,no
55,management,divorced,tertiary,aug,4,no
34,management,married,tertiary,jun,2,yes
24,student,single,secondary,oct,1,yes
42,technician,divorced,secondary,may,1,no
34,management,single,unknown,apr,1,no
34,admin,married,secondary,may,1,no
51,self-employed,married,tertiary,jun,1,no
58,blue-collar,married,primary,jul,25,no
44,technician,married,secondary,jan,1,yes
33,blue-collar,married,secondary,may,2,yes
34,management,married,tertiary,aug,1,no
34,admin,married,secondary,may,1,no
42,blue-collar,divorced,secondary,may,1,no
46,management,single,tertiary,jul,4,no
31,self-employed,single,tertiary,feb,1,no
39,entrepreneur,married,tertiary,jul,2,no
34,management,single,tertiary,aug,5,no
47,technician,married,secondary,aug,2,no
42,services,divorced,secondary,may,2,no
48,blue-collar,single,secondary,nov,2,no
30,self-employed,single,tertiary,nov,1,no
